edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Luxembourg->Canada,0.00,0.10,0.60,0.10,0.00,0.00,0.00
Luxembourg->Belgium,0.00,0.30,0.70,0.70,0.00,0.00,0.00
Italy->Germany,0.40,0.30,1.50,0.20,0.00,0.00,0.00
China->Germany,1.40,0.20,0.10,0.00,0.00,0.00,0.00
France->Australia,0.20,0.40,1.10,0.68,0.00,0.00,0.00
Italy->Austria,0.04,0.21,0.60,0.20,0.00,0.00,0.00
China->Netherlands,1.30,0.00,0.10,0.00,0.00,0.00,0.00
Norway->UnitedKingdom,0.00,0.20,0.20,0.10,0.00,0.00,0.00
France->Sweden,0.20,0.20,0.58,0.10,0.00,0.00,0.00
Italy->India,0.50,0.10,1.44,0.00,0.00,0.00,0.00
Singapore->Taiwan,0.20,0.40,0.10,0.00,0.00,0.00,0.00
Japan->Italy,0.30,0.70,0.30,0.10,0.00,0.00,0.00
USA->Vietnam,0.06,0.96,0.20,0.40,0.00,0.00,0.00
Russia->Taiwan,0.00,0.30,0.78,0.10,0.00,0.00,0.00
Italy->Greece,0.00,0.20,0.70,0.10,0.00,0.00,0.00
India->USA,0.00,0.03,0.40,0.10,0.00,0.00,0.00
Austria->Switzerland,0.10,0.00,0.70,0.40,0.00,0.00,0.00
Japan->Hungary,0.00,0.00,0.83,0.76,0.00,0.00,0.00
France->Colombia,0.00,0.17,0.89,0.20,0.00,0.00,0.00
France->Switzerland,0.00,0.19,1.19,0.29,0.00,0.00,0.00
France->Turkey,0.00,0.00,0.38,0.19,0.00,0.00,0.00
Norway->Oman,0.00,0.00,0.20,0.01,0.00,0.00,0.00
Norway->Austria,0.10,0.00,0.10,0.51,0.00,0.00,0.00
Norway->Australia,0.10,0.10,0.80,0.01,0.00,0.00,0.00
Spain->Iceland,0.30,0.10,0.40,0.10,0.00,0.00,0.00
Hungary->Chile,0.10,0.00,0.50,0.17,0.00,0.00,0.00
Singapore->Canada,0.10,0.20,0.00,0.00,0.00,0.00,0.00
China->Luxembourg,0.10,0.00,0.30,0.10,0.00,0.00,0.00
China->Poland,0.30,0.10,0.00,0.10,0.00,0.00,0.00
China->Latvia,0.90,0.10,0.00,0.00,0.00,0.00,0.00
China->Sweden,0.70,0.00,0.00,0.00,0.00,0.00,0.00
China->Senegal,0.20,0.30,0.00,0.00,0.00,0.00,0.00
China->Greece,0.50,0.20,0.00,0.00,0.00,0.00,0.00
Australia->HongKong,0.40,0.60,0.00,0.00,0.00,0.00,0.00
Malaysia->Singapore,0.30,0.50,0.00,0.10,0.00,0.00,0.00
HongKong->Japan,0.00,0.30,0.00,0.00,0.00,0.00,0.00
Singapore->USA,0.50,0.40,0.20,0.00,0.00,0.00,0.00
Taiwan->India,0.00,0.20,0.20,0.02,0.00,0.00,0.00
Thailand->Japan,0.10,0.30,0.00,0.00,0.00,0.00,0.00
Norway->Singapore,0.10,0.20,0.30,0.10,0.00,0.00,0.00
Thailand->HongKong,0.40,0.40,0.00,0.00,0.00,0.00,0.00
Russia->Australia,0.00,0.20,0.40,0.18,0.00,0.00,0.00
Italy->Iceland,0.00,0.20,0.91,0.10,0.00,0.00,0.00
Italy->Mexico,0.00,0.20,0.40,0.10,0.00,0.00,0.00
Greece->Germany,0.00,0.00,0.30,0.00,0.00,0.00,0.00
France->Netherlands,0.00,0.10,0.50,0.60,0.00,0.00,0.00
SaudiArabia->USA,0.00,0.40,1.00,0.20,0.00,0.00,0.00
Chile->Oman,0.00,0.00,0.19,0.18,0.10,0.00,0.00
Taiwan->UnitedKingdom,0.10,0.14,0.30,0.00,0.00,0.00,0.00
SaudiArabia->Bangladesh,0.00,0.20,0.80,0.50,0.00,0.00,0.00
Germany->Switzerland,0.20,0.10,1.10,0.30,0.00,0.00,0.00
Italy->Uganda,0.20,0.00,0.60,0.00,0.00,0.00,0.00
Italy->Denmark,0.10,0.10,0.70,0.00,0.00,0.00,0.00
Italy->Israel,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Israel->Portugal,0.00,0.10,0.30,0.10,0.00,0.00,0.00
India->Japan,0.00,0.10,0.20,0.10,0.00,0.00,0.00
India->Morocco,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Brazil->Netherlands,0.00,0.20,0.90,0.00,0.00,0.00,0.00
SaudiArabia->Nigeria,0.00,0.10,1.00,0.20,0.00,0.00,0.00
UnitedArabEmirates->Taiwan,0.30,0.60,0.80,0.21,0.00,0.00,0.00
France->Morocco,0.10,0.28,1.20,0.10,0.00,0.00,0.00
Russia->Iceland,0.00,0.20,0.60,0.00,0.00,0.00,0.00
Taiwan->Netherlands,0.10,0.00,0.20,0.10,0.00,0.00,0.00
Belgium->BosniaandHerzegovina,0.00,0.00,0.30,0.00,0.00,0.00,0.00
France->Hungary,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Portugal->Poland,0.00,0.10,0.81,0.02,0.00,0.00,0.00
India->Portugal,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Netherlands->UnitedKingdom,0.20,0.00,0.97,0.10,0.00,0.00,0.00
Netherlands->Vietnam,0.10,0.20,0.50,0.30,0.00,0.00,0.00
Netherlands->Argentina,0.00,0.00,0.20,0.32,0.00,0.00,0.00
Japan->Russia,0.00,0.10,0.50,0.20,0.00,0.00,0.00
Russia->Netherlands,0.00,0.30,0.30,0.10,0.00,0.00,0.00
India->Finland,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Switzerland->Chile,0.00,0.00,0.82,0.20,0.00,0.00,0.00
Switzerland->Argentina,0.00,0.20,1.01,0.30,0.00,0.00,0.00
Chile->Australia,0.00,0.10,0.30,0.18,0.00,0.00,0.00
Finland->Colombia,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Colombia->Canada,0.00,0.00,0.60,0.50,0.00,0.00,0.00
Colombia->India,0.00,0.00,0.40,0.50,0.00,0.00,0.00
USA->Denmark,0.10,0.10,1.00,0.40,0.00,0.00,0.00
India->Germany,0.10,0.00,0.10,0.20,0.00,0.00,0.00
Chile->Brazil,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Denmark->Sweden,0.00,0.20,0.00,0.20,0.00,0.00,0.00
Italy->NewZealand,0.30,0.00,0.30,0.30,0.00,0.00,0.00
France->Oman,0.10,0.10,0.32,0.29,0.00,0.00,0.00
France->DemocraticRepublicoftheCongo,0.00,0.40,1.00,0.29,0.00,0.00,0.00
France->Portugal,0.00,0.00,0.48,0.96,0.00,0.00,0.00
Switzerland->Austria,0.16,0.10,0.71,0.00,0.00,0.00,0.00
Switzerland->UnitedArabEmirates,0.00,0.10,0.56,0.00,0.00,0.00,0.00
Canada->Germany,0.10,0.00,0.11,0.00,0.00,0.00,0.00
Canada->USA,0.10,0.50,0.11,0.20,0.00,0.00,0.00
Canada->Turkey,0.00,0.10,0.01,0.00,0.00,0.00,0.00
Norway->NewZealand,0.00,0.00,0.11,0.30,0.00,0.00,0.00
Canada->Belgium,0.00,0.00,0.10,0.71,0.00,0.00,0.00
Switzerland->DemocraticRepublicoftheCongo,0.00,0.00,0.32,0.20,0.00,0.00,0.00
Austria->Latvia,0.10,0.10,0.30,0.00,0.00,0.00,0.00
Germany->Uganda,0.10,0.10,0.20,0.00,0.00,0.00,0.00
Spain->Japan,0.10,0.00,0.40,0.00,0.00,0.00,0.00
Spain->Poland,0.10,0.20,0.10,0.00,0.00,0.00,0.00
Argentina->Chile,0.20,0.00,0.40,0.00,0.00,0.00,0.00
Argentina->Spain,0.20,0.30,0.40,0.00,0.00,0.00,0.00
Hungary->Germany,0.10,0.00,0.00,0.20,0.00,0.00,0.00
China->SouthAfrica,0.50,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->China,0.50,0.40,0.00,0.00,0.00,0.00,0.00
China->Brazil,0.20,0.00,0.10,0.00,0.00,0.00,0.00
China->Canada,0.40,0.80,0.10,0.00,0.00,0.00,0.00
Canada->Malaysia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Germany->Taiwan,0.20,0.10,0.00,0.00,0.00,0.00,0.00
Germany->Singapore,0.20,0.00,0.10,0.00,0.00,0.00,0.00
Thailand->SouthKorea,0.80,0.20,0.00,0.00,0.00,0.00,0.00
China->Norway,0.50,0.10,0.00,0.00,0.00,0.00,0.00
China->Denmark,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->SouthKorea,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Thailand,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Malaysia,0.20,0.20,0.00,0.00,0.00,0.00,0.00
Australia->France,0.40,0.50,0.20,0.00,0.00,0.00,0.00
Australia->Germany,0.20,0.20,0.00,0.00,0.00,0.00,0.00
Australia->Colombia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Australia->SouthKorea,0.30,0.00,0.00,0.00,0.00,0.00,0.00
China->Uganda,0.00,0.10,0.10,0.00,0.00,0.00,0.00
USA->China,0.46,1.06,0.20,0.10,0.00,0.00,0.00
Australia->Japan,0.70,0.80,0.10,0.00,0.00,0.00,0.00
HongKong->Italy,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Singapore->HongKong,0.49,0.30,0.00,0.00,0.00,0.00,0.00
Thailand->Belgium,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Thailand->Taiwan,0.40,0.20,0.00,0.00,0.00,0.00,0.00
Spain->Taiwan,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Canada->UnitedArabEmirates,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Australia->NewZealand,0.00,0.30,0.20,0.00,0.00,0.00,0.00
Australia->Norway,0.10,0.10,0.00,0.10,0.00,0.00,0.00
Norway->HongKong,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Thailand->Germany,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Thailand->Austria,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Thailand->Mexico,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Thailand->Netherlands,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Taiwan->Australia,0.30,0.22,0.20,0.00,0.00,0.00,0.00
Taiwan->Japan,0.20,0.10,0.00,0.00,0.00,0.00,0.00
Japan->Norway,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Japan->Poland,0.00,0.30,0.40,0.10,0.00,0.00,0.00
UnitedArabEmirates->Germany,0.00,0.10,0.40,0.00,0.00,0.00,0.00
Norway->Spain,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Norway->SouthKorea,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Norway->Jordan,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Canada->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Canada->Australia,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Canada->India,0.00,0.19,0.20,0.00,0.00,0.00,0.00
Oman->Turkey,0.00,0.50,0.10,0.00,0.00,0.00,0.00
Oman->Kazakhstan,0.00,0.50,0.20,0.00,0.00,0.00,0.00
Oman->UnitedArabEmirates,0.00,0.30,0.10,0.00,0.00,0.00,0.00
Japan->Malaysia,0.40,0.20,0.20,0.00,0.00,0.00,0.00
Chile->Belgium,0.00,0.10,0.28,0.14,0.00,0.00,0.00
Australia->UnitedArabEmirates,0.10,0.20,0.00,0.00,0.00,0.00,0.00
Latvia->Morocco,0.00,0.10,0.00,0.34,0.00,0.00,0.00
Greece->Russia,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Germany->Russia,0.19,0.00,0.30,0.10,0.00,0.00,0.00
Russia->Kazakhstan,0.00,0.10,0.19,0.00,0.00,0.00,0.00
CzechRepublic->Switzerland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Vietnam,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Austria->Italy,0.00,0.00,0.50,0.10,0.00,0.00,0.00
Italy->USA,0.10,0.30,0.40,0.20,0.00,0.00,0.00
Latvia->China,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->France,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Latvia->BosniaandHerzegovina,0.00,0.00,0.20,0.00,0.00,0.00,0.00
BosniaandHerzegovina->France,0.00,0.10,0.50,0.00,0.00,0.00,0.00
UnitedArabEmirates->Thailand,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Greece->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Uganda,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Uganda->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->UnitedKingdom,0.10,0.20,0.41,0.03,0.00,0.00,0.00
Chile->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Greece,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewZealand->Greece,0.00,0.10,0.20,0.00,0.00,0.00,0.00
NewZealand->Netherlands,0.00,0.30,0.40,0.00,0.00,0.00,0.00
France->Bangladesh,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->Italy,0.00,0.00,0.63,0.08,0.00,0.00,0.00
SaudiArabia->Sweden,0.00,0.10,0.20,0.50,0.00,0.00,0.00
SouthKorea->India,0.20,0.00,0.10,0.00,0.00,0.00,0.00
SouthKorea->Taiwan,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Uganda->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Uganda->BosniaandHerzegovina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->Norway,0.00,0.10,0.40,0.10,0.00,0.00,0.00
Luxembourg->Denmark,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Germany->BosniaandHerzegovina,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Germany->Norway,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Israel->Uganda,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->BosniaandHerzegovina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->Netherlands,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Israel->Japan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->India,0.00,0.00,0.20,0.00,0.00,0.00,0.00
India->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->Denmark,0.20,0.10,0.20,0.00,0.00,0.00,0.00
India->Belgium,0.20,0.00,0.10,0.00,0.00,0.00,0.00
India->Russia,0.10,0.00,0.23,0.00,0.00,0.00,0.00
India->Austria,0.00,0.13,0.20,0.10,0.00,0.00,0.00
Brazil->CzechRepublic,0.00,0.30,0.30,0.00,0.00,0.00,0.00
Brazil->Switzerland,0.00,0.10,0.50,0.00,0.00,0.00,0.00
Taiwan->Oman,0.00,0.10,0.20,0.00,0.00,0.00,0.00
SaudiArabia->Senegal,0.00,0.10,0.40,0.20,0.00,0.00,0.00
China->Kazakhstan,0.00,0.00,0.40,0.00,0.00,0.00,0.00
UnitedArabEmirates->Luxembourg,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Luxembourg->Netherlands,0.00,0.10,0.28,0.30,0.00,0.00,0.00
Luxembourg->Austria,0.10,0.10,0.30,0.00,0.00,0.00,0.00
Luxembourg->Singapore,0.10,0.00,0.20,0.17,0.00,0.00,0.00
Sweden->Canada,0.00,0.20,0.10,0.10,0.00,0.00,0.00
France->UnitedArabEmirates,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Jordan->USA,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Jordan->Colombia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Latvia->SaudiArabia,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Latvia->Bangladesh,0.00,0.10,0.40,0.10,0.00,0.00,0.00
Latvia->Romania,0.00,0.34,0.20,0.00,0.00,0.00,0.00
Latvia->SouthAfrica,0.00,0.04,0.10,0.04,0.00,0.00,0.00
Taiwan->Austria,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Taiwan->Russia,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Taiwan->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Taiwan->Chile,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Bangladesh->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
France->Poland,0.10,0.10,0.20,0.48,0.00,0.00,0.00
China->Italy,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Taiwan->Switzerland,0.00,0.10,0.30,0.10,0.00,0.00,0.00
Taiwan->NewZealand,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Taiwan->Uruguay,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Taiwan->Jordan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Italy->Finland,0.10,0.00,0.20,0.00,0.00,0.00,0.00
BosniaandHerzegovina->CzechRepublic,0.10,0.10,0.30,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Portugal,0.00,0.10,0.20,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Netherlands,0.00,0.00,0.10,0.20,0.00,0.00,0.00
BosniaandHerzegovina->Italy,0.20,0.00,0.30,0.00,0.00,0.00,0.00
BosniaandHerzegovina->USA,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Italy->SaudiArabia,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Austria->Portugal,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Portugal->CzechRepublic,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Portugal->Vietnam,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Portugal->UnitedKingdom,0.00,0.00,0.60,0.20,0.00,0.00,0.00
Poland->Netherlands,0.10,0.00,0.40,0.10,0.00,0.00,0.00
Poland->Spain,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Poland->USA,0.00,0.10,0.30,0.30,0.00,0.00,0.00
Poland->Colombia,0.00,0.10,0.50,0.00,0.00,0.00,0.00
India->DemocraticRepublicoftheCongo,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Denmark,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Italy->Chile,0.00,0.00,0.41,0.11,0.00,0.00,0.00
France->China,0.10,0.00,0.20,0.00,0.00,0.00,0.00
India->Italy,0.10,0.10,0.60,0.00,0.00,0.00,0.00
India->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->NewZealand,0.00,0.00,0.13,0.30,0.00,0.00,0.00
Italy->Canada,0.00,0.10,0.20,0.20,0.00,0.00,0.00
Bangladesh->Brazil,0.20,0.10,0.10,0.20,0.00,0.00,0.00
Germany->Oman,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Italy->SouthAfrica,0.40,0.00,0.20,0.10,0.00,0.00,0.00
Italy->Portugal,0.00,0.10,0.50,0.20,0.00,0.00,0.00
Netherlands->Colombia,0.10,0.10,0.30,0.30,0.00,0.00,0.00
Netherlands->Morocco,0.00,0.00,0.11,0.00,0.00,0.00,0.00
Netherlands->Poland,0.00,0.19,0.62,0.20,0.00,0.00,0.00
Netherlands->Uganda,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Jordan->Australia,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Jordan->Italy,0.00,0.00,0.10,0.10,0.00,0.00,0.00
DemocraticRepublicoftheCongo->USA,0.00,0.00,0.11,0.10,0.00,0.00,0.00
Latvia->Italy,0.00,0.04,0.30,0.00,0.00,0.00,0.00
Latvia->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->Russia,0.00,0.20,0.24,0.00,0.00,0.00,0.00
Latvia->Singapore,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Netherlands,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Greece,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Mexico,0.10,0.20,0.10,0.00,0.00,0.00,0.00
Singapore->Argentina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Georgia,0.00,0.10,0.30,0.00,0.00,0.00,0.00
Japan->NewZealand,0.10,0.20,0.30,0.20,0.00,0.00,0.00
Japan->Portugal,0.00,0.00,0.39,0.10,0.00,0.00,0.00
Portugal->Uganda,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Russia->HongKong,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Russia->Turkey,0.00,0.29,0.30,0.00,0.00,0.00,0.00
Russia->NewZealand,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Russia->Georgia,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Russia->Denmark,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Russia->India,0.00,0.40,0.30,0.20,0.00,0.00,0.00
Russia->Greece,0.00,0.10,0.30,0.10,0.00,0.00,0.00
Greece->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->SouthAfrica,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Uganda->India,0.00,0.00,0.10,0.00,0.00,0.00,0.00
SaudiArabia->Colombia,0.00,0.10,0.70,0.20,0.00,0.00,0.00
SaudiArabia->Canada,0.00,0.10,0.80,0.00,0.00,0.00,0.00
UnitedKingdom->Spain,0.10,0.38,0.40,0.10,0.00,0.00,0.00
China->DemocraticRepublicoftheCongo,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Poland->Italy,0.10,0.20,0.10,0.10,0.00,0.00,0.00
Canada->Finland,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Senegal->Netherlands,0.10,0.00,0.80,0.00,0.00,0.00,0.00
Senegal->Israel,0.00,0.00,0.80,0.00,0.00,0.00,0.00
Senegal->France,0.00,0.00,0.60,0.00,0.00,0.00,0.00
Israel->Nigeria,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Chile->Netherlands,0.00,0.08,0.40,0.08,0.00,0.00,0.00
India->Jordan,0.00,0.00,0.13,0.00,0.00,0.00,0.00
India->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->Canada,0.00,0.00,0.10,0.20,0.00,0.00,0.00
India->Argentina,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Switzerland->Hungary,0.00,0.10,0.47,0.12,0.00,0.00,0.00
Japan->Netherlands,0.00,0.00,0.70,0.23,0.00,0.00,0.00
Brazil->Germany,0.00,0.00,0.40,0.20,0.00,0.00,0.00
NewZealand->Thailand,0.00,0.00,0.50,0.00,0.00,0.00,0.00
Mexico->Taiwan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Australia,0.00,0.07,0.40,0.00,0.00,0.00,0.00
Mexico->Uruguay,0.00,0.07,0.37,0.00,0.00,0.00,0.00
Finland->India,0.00,0.00,0.10,0.40,0.00,0.00,0.00
Finland->USA,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Finland->Greece,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Finland->NewZealand,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Malaysia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Colombia->UnitedKingdom,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Colombia->Japan,0.00,0.00,0.50,0.30,0.00,0.00,0.00
UnitedArabEmirates->Turkey,0.00,0.80,0.70,0.20,0.00,0.00,0.00
Colombia->SaudiArabia,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Jordan->Switzerland,0.00,0.30,0.00,0.20,0.00,0.00,0.00
Germany->Luxembourg,0.10,0.10,0.90,0.20,0.00,0.00,0.00
Germany->DemocraticRepublicoftheCongo,0.01,0.00,0.40,0.20,0.00,0.00,0.00
India->Norway,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Norway->Georgia,0.10,0.10,0.10,0.10,0.00,0.00,0.00
Denmark->Vietnam,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Denmark->Brazil,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Denmark->Hungary,0.10,0.00,0.30,0.20,0.00,0.00,0.00
Denmark->Chile,0.10,0.10,0.00,0.20,0.00,0.00,0.00
Denmark->Belgium,0.00,0.20,0.50,0.10,0.00,0.00,0.00
Chile->Portugal,0.00,0.00,0.20,0.13,0.00,0.00,0.00
Belgium->Vietnam,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Belgium->Switzerland,0.00,0.00,0.40,0.20,0.00,0.00,0.00
Poland->Thailand,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Poland->Argentina,0.00,0.20,0.30,0.10,0.00,0.00,0.00
Thailand->Morocco,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Thailand->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Thailand->Georgia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Chile->Georgia,0.00,0.00,0.19,0.10,0.00,0.00,0.00
CzechRepublic->Jordan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Belgium,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Morocco,0.00,0.10,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Poland,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Poland->Jordan,0.00,0.10,0.40,0.20,0.00,0.00,0.00
Thailand->Brazil,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Germany->Greece,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Germany->Morocco,0.00,0.00,0.60,0.10,0.00,0.00,0.00
Belgium->Iceland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Canada->DemocraticRepublicoftheCongo,0.00,0.00,0.00,0.40,0.00,0.00,0.00
France->UnitedKingdom,0.00,0.00,0.20,0.50,0.00,0.00,0.00
Switzerland->Finland,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Poland->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.20,0.00,0.00,0.00
Colombia->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->USA,0.00,0.09,0.49,0.10,0.00,0.00,0.00
Colombia->China,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Canada->Argentina,0.00,0.00,0.10,0.60,0.00,0.00,0.00
Argentina->Israel,0.10,0.00,0.10,0.70,0.00,0.00,0.00
CzechRepublic->Turkey,0.00,0.00,0.00,0.30,0.00,0.00,0.00
CzechRepublic->UnitedKingdom,0.00,0.00,0.10,0.20,0.00,0.00,0.00
CzechRepublic->Portugal,0.00,0.10,0.00,0.30,0.00,0.00,0.00
Russia->Latvia,0.00,0.30,0.21,0.20,0.00,0.00,0.00
Belgium->Turkey,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Poland->Oman,0.00,0.00,0.00,0.20,0.00,0.00,0.00
UnitedKingdom->Canada,0.10,0.08,0.10,0.80,0.00,0.00,0.00
Chile->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Denmark,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Brazil->Poland,0.00,0.10,0.40,0.20,0.00,0.00,0.00
Taiwan->Luxembourg,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Taiwan->Colombia,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Spain->Romania,0.00,0.00,0.30,0.60,0.00,0.00,0.00
Sweden->CzechRepublic,0.00,0.10,0.30,0.20,0.00,0.00,0.00
Colombia->Portugal,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Russia->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Denmark->UnitedKingdom,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Taiwan->Bangladesh,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Chile->Argentina,0.00,0.08,0.39,0.10,0.00,0.00,0.00
Denmark->Latvia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
