,Branch length stretch,date,location,numdate
EPI_ISL_429883,2.0,2020-03-23,Taiwan,2020.2401049893335
EPI_ISL_429968,2.0,2020-02-21,France,2020.1584022328591
EPI_ISL_429992,0.30747042429998428,2020-03-22,Jordan,2020.2374694165442
EPI_ISL_429993,1.0246896136310086,2020-03-16,Jordan,2020.2216559798071
EPI_ISL_429994,2.0,2020-03-17,Jordan,2020.2242915525967
EPI_ISL_429996,1.852742333374497,2020-03-23,Jordan,2020.2401049893335
EPI_ISL_429997,2.0,2020-03-16,Jordan,2020.2216559798071
EPI_ISL_429998,1.0169233945828535,2020-03-28,Jordan,2020.2532828532812
EPI_ISL_429999,2.0,2020-03-17,Jordan,2020.2242915525967
EPI_ISL_430000,2.0,2020-03-30,Jordan,2020.25855399886
EPI_ISL_430001,1.3160416552845835,2020-03-17,Jordan,2020.2242915525967
EPI_ISL_430003,2.0,2020-03-16,Jordan,2020.2216559798071
EPI_ISL_430004,0.95337298442563523,2020-03-17,Jordan,2020.2242915525967
EPI_ISL_430006,0.93732850860904804,2020-03-23,Jordan,2020.2401049893335
EPI_ISL_430007,0.68619177159347189,2020-03-19,Jordan,2020.2295626981756
EPI_ISL_430009,2.0,2020-03-30,Jordan,2020.25855399886
EPI_ISL_430011,9.9999999596694787e-07,2020-03-19,Jordan,2020.2295626996242
EPI_ISL_430012,2.0,2020-03-30,Jordan,2020.25855399886
EPI_ISL_430014,2.0,2020-03-17,Jordan,2020.2242915525967
EPI_ISL_430015,0.3039870920541406,2020-03-24,Jordan,2020.2427405621231
EPI_ISL_430071,2.0,2020-04-08,Russia,2020.2822741539655
EPI_ISL_430074,2.0,2020-04-08,Russia,2020.2822741539655
EPI_ISL_430076,2.0,2020-04-10,Russia,2020.2875452995445
EPI_ISL_430079,0.89230217631036357,2020-04-10,Russia,2020.2875452995445
EPI_ISL_430272,2.0,2020-02-28,USA,2020.1768512423857
EPI_ISL_430273,2.0,2020-02-29,USA,2020.1794868151751
EPI_ISL_430297,2.0,2020-03-06,South Africa,2020.1953002519122
EPI_ISL_430386,2.0,2020-04-08,USA,2020.2822741539655
EPI_ISL_430439,0.62884336146064757,2020-03-05,Malaysia,2020.1926646791228
EPI_ISL_430440,2.0,2020-03-05,Malaysia,2020.1926646791228
EPI_ISL_430441,2.0,2020-02-29,Malaysia,2020.1794868151751
EPI_ISL_430442,2.0,2020-02-29,Malaysia,2020.1794868151751
EPI_ISL_430443,0.14300413805226397,2020-01-28,Malaysia,2020.0951484859113
EPI_ISL_430444,2.0,2020-02-12,Malaysia,2020.1346820777537
EPI_ISL_430469,2.0,2020-02-29,Greece,2020.1794868151751
EPI_ISL_430535,0.4906922619653144,2020-04-03,Australia,2020.2690962900181
EPI_ISL_430573,2.0,2020-04-07,Australia,2020.279638581176
EPI_ISL_430598,2.0,2020-04-09,Australia,2020.2849097267551
EPI_ISL_430602,2.0,2020-04-09,Australia,2020.2849097267551
EPI_ISL_430619,2.0,2020-04-08,Australia,2020.2822741539655
EPI_ISL_430669,1.4696221099338604,2020-04-03,Australia,2020.2690962900181
EPI_ISL_430708,1.386034456223346,2020-04-14,Australia,2020.2980875907024
EPI_ISL_430738,0.57459084331888111,2020-02-05,China,2020.1162330682273
EPI_ISL_430793,0.60508518386894283,2020-03-01,Argentina,2020.1821223879645
EPI_ISL_430796,0.74823005813435894,2020-03-27,Argentina,2020.2506472804914
EPI_ISL_430797,2.0,2020-03-27,Argentina,2020.2506472804914
EPI_ISL_430798,2.0,2020-03-28,Argentina,2020.2532828532812
EPI_ISL_430799,2.0,2020-03-30,Argentina,2020.25855399886
EPI_ISL_430800,2.0,2020-03-30,Argentina,2020.25855399886
EPI_ISL_430801,2.0,2020-03-31,Argentina,2020.2611895716498
EPI_ISL_430802,1.2005899924763059,2020-03-31,Argentina,2020.2611895716498
EPI_ISL_430803,1.1137510458161821,2020-04-01,Argentina,2020.2638251444391
EPI_ISL_430804,2.0,2020-04-01,Argentina,2020.2638251444391
EPI_ISL_430805,0.56972394859833564,2020-04-01,Argentina,2020.2638251444391
EPI_ISL_430806,0.32240198749400806,2020-04-01,Argentina,2020.2638251444391
EPI_ISL_430807,0.82984309892356589,2020-04-02,Argentina,2020.2664607172285
EPI_ISL_430808,0.92662022491246099,2020-04-03,Argentina,2020.2690962900181
EPI_ISL_430809,0.96960829573330565,2020-04-04,Argentina,2020.2717318628077
EPI_ISL_430810,0.84992591764799852,2020-04-07,Argentina,2020.279638581176
EPI_ISL_430811,2.0,2020-04-11,Argentina,2020.2901808723341
EPI_ISL_430812,0.98674039741991348,2020-04-11,Argentina,2020.2901808723341
EPI_ISL_430814,2.0,2020-04-17,Argentina,2020.3059943090709
EPI_ISL_430815,0.67595875050928267,2020-04-18,Argentina,2020.3086298818605
EPI_ISL_430816,1.651748189962764,2020-04-18,Argentina,2020.3086298818605
EPI_ISL_430817,0.67590736259874751,2020-04-18,Argentina,2020.3086298818605
EPI_ISL_430818,0.54180103869516016,2020-04-19,Argentina,2020.3112654546501
EPI_ISL_430847,0.97009270439764872,2020-02-27,Sweden,2020.1742156695962
EPI_ISL_430848,1.2912069874186707,2020-03-11,Sweden,2020.2084781158596
EPI_ISL_430850,1.2436633924725795,2020-03-11,Sweden,2020.2084781158596
EPI_ISL_430858,0.61086926638903272,2020-04-02,Sweden,2020.2664607172285
EPI_ISL_431012,1.5966282474311804,2020-04-07,Democratic Republic of the Congo,2020.279638581176
EPI_ISL_431081,0.79647780466967466,2020-04-06,USA,2020.2770030083866
EPI_ISL_431117,2.0,2020-03-20,India,2020.2321982709652
EPI_ISL_432333,2.0,2020-04-05,United Kingdom,2020.274367435597
EPI_ISL_433833,2.0,2020-04-08,United Kingdom,2020.2822741539655
EPI_ISL_434127,1.1161443676659653,2020-03-08,USA,2020.2005713974911
EPI_ISL_434191,2.0,2020-03-28,USA,2020.2532828532812
EPI_ISL_434462,1.0025471564281974,2020-03-23,Greece,2020.2401049893335
EPI_ISL_434465,2.0,2020-03-23,Greece,2020.2401049893335
EPI_ISL_434466,1.2628715826336911,2020-04-04,Greece,2020.2717318628077
EPI_ISL_434467,1.327869212322101,2020-03-12,Greece,2020.211113688649
EPI_ISL_434475,9.9999999596696248e-07,2020-03-10,Greece,2020.2058425445189
EPI_ISL_434481,2.0,2020-03-19,Greece,2020.2295626981756
EPI_ISL_434489,1.1374323548327476,2020-04-13,Luxembourg,2020.295452017913
EPI_ISL_434496,1.8191644607493604,2020-04-10,Luxembourg,2020.2875452995445
EPI_ISL_434500,2.0,2020-04-15,Luxembourg,2020.3007231634922
EPI_ISL_434507,1.90301472159826,2020-04-12,Luxembourg,2020.2928164451237
EPI_ISL_434511,2.0,2020-04-21,Luxembourg,2020.316536600229
EPI_ISL_434516,2.0,2020-03-16,Jordan,2020.2216559798071
EPI_ISL_434534,1.2265307727504628,2019-12-30,China,2020.0180579818184
EPI_ISL_434563,2.0,2020-01-23,Hong Kong,2020.0819706219636
EPI_ISL_434564,2.0,2020-01-24,Hong Kong,2020.0846061947532
EPI_ISL_434565,2.0,2020-01-24,Hong Kong,2020.0846061947532
EPI_ISL_434566,2.0,2020-01-27,Hong Kong,2020.0925129131217
EPI_ISL_434567,2.0,2020-01-27,Hong Kong,2020.0925129131217
EPI_ISL_434568,2.0,2020-01-29,Hong Kong,2020.0977840587007
EPI_ISL_434569,1.9251381033098733,2020-01-27,Hong Kong,2020.0925129131217
EPI_ISL_434570,2.0,2020-01-29,Hong Kong,2020.0977840587007
EPI_ISL_434571,2.0,2020-01-22,Hong Kong,2020.0793350491742
EPI_ISL_434572,2.0,2020-04-14,Czech Republic,2020.2980875907024
EPI_ISL_434626,0.60857902761112781,2020-03-26,France,2020.2480117077021
EPI_ISL_434630,0.36918818568771672,2020-04-08,France,2020.2822741539655
EPI_ISL_434632,0.74026200181356228,2020-04-09,France,2020.2849097267551
EPI_ISL_434634,0.89557257553456793,2020-04-11,France,2020.2901808723341
EPI_ISL_434635,1.580084801255107,2020-04-11,France,2020.2901808723341
EPI_ISL_434641,1.9059225095816874,2020-03-25,Sweden,2020.2453761349127
EPI_ISL_434657,0.59787082629164667,2020-04-01,Sweden,2020.2638251444391
EPI_ISL_434659,1.224880228842582,2020-04-06,Sweden,2020.2770030083866
EPI_ISL_434663,1.2244790671734938,2020-04-06,Sweden,2020.2770030083866
EPI_ISL_434674,1.113210373965386,2020-04-21,Sweden,2020.316536600229
EPI_ISL_434675,0.51335458573719361,2020-04-20,Sweden,2020.3139010274397
EPI_ISL_434694,2.0,2020-01-22,Thailand,2020.0793350491742
EPI_ISL_434847,2.0,2020-03-22,USA,2020.2374694165442
EPI_ISL_434878,1.4903556118728125,2020-03-24,USA,2020.2427405621231
EPI_ISL_434946,0.52225175881753672,2020-03-29,USA,2020.2559184260706
EPI_ISL_434954,2.0,2020-03-29,USA,2020.2559184260706
EPI_ISL_435045,0.11544401743401965,2020-03-22,Kazakhstan,2020.2374694165442
EPI_ISL_435046,1.5120629414435678,2020-03-25,Kazakhstan,2020.2453761349127
EPI_ISL_435047,0.77851812481146354,2020-03-25,Kazakhstan,2020.2453761349127
EPI_ISL_435048,2.0,2020-04-21,Kazakhstan,2020.316536600229
EPI_ISL_435049,2.0,2020-04-13,India,2020.295452017913
EPI_ISL_435055,1.5519025057758624,2020-04-22,India,2020.3191721730184
EPI_ISL_435070,2.0,2020-03-18,India,2020.2269271253861
EPI_ISL_435074,1.8678135001125682,2020-03-28,India,2020.2532828532812
EPI_ISL_435084,2.0,2020-03-29,India,2020.2559184260706
EPI_ISL_435087,0.72220829527407771,2020-03-29,India,2020.2559184260706
EPI_ISL_435088,2.0,2020-03-29,India,2020.2559184260706
EPI_ISL_435092,2.0,2020-03-28,India,2020.2532828532812
EPI_ISL_435095,2.0,2020-03-29,India,2020.2559184260706
EPI_ISL_435096,2.0,2020-03-29,India,2020.2559184260706
EPI_ISL_435119,0.53192345218403492,2020-03-12,United Arab Emirates,2020.211113688649
EPI_ISL_435120,2.0,2020-03-14,United Arab Emirates,2020.2163848342282
EPI_ISL_435121,0.41524634329797033,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435122,0.36750315625326696,2020-03-14,United Arab Emirates,2020.2163848342282
EPI_ISL_435123,2.0,2020-03-12,United Arab Emirates,2020.211113688649
EPI_ISL_435124,1.5718491008364719,2020-03-16,United Arab Emirates,2020.2216559798071
EPI_ISL_435125,2.0,2020-03-16,United Arab Emirates,2020.2216559798071
EPI_ISL_435126,0.45328763496391195,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435127,2.0,2020-03-15,United Arab Emirates,2020.2190204070175
EPI_ISL_435128,0.6513720437089543,2020-03-15,United Arab Emirates,2020.2190204070175
EPI_ISL_435129,2.0,2020-03-10,United Arab Emirates,2020.20584254307
EPI_ISL_435130,2.0,2020-03-12,United Arab Emirates,2020.211113688649
EPI_ISL_435131,2.0,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435132,2.0,2020-03-15,United Arab Emirates,2020.2190204070175
EPI_ISL_435133,2.0,2020-03-10,United Arab Emirates,2020.20584254307
EPI_ISL_435134,2.0,2020-02-08,United Arab Emirates,2020.1241397865958
EPI_ISL_435135,1.5107501420179139,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435136,2.0,2020-03-11,United Arab Emirates,2020.2084781158596
EPI_ISL_435137,1.1767023653870721,2020-01-29,United Arab Emirates,2020.0977840587007
EPI_ISL_435138,0.62056627206031001,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435139,2.0,2020-02-25,United Arab Emirates,2020.1689445240172
EPI_ISL_435140,1.2298907022098433,2020-03-12,United Arab Emirates,2020.211113688649
EPI_ISL_435141,0.61833913502242699,2020-03-12,United Arab Emirates,2020.211113688649
EPI_ISL_435142,2.0,2020-03-14,United Arab Emirates,2020.2163848342282
EPI_ISL_435143,1.3374973029802848,2020-03-18,United Arab Emirates,2020.2269271253861
EPI_ISL_435145,1.1144505836338867,2020-03-24,Italy,2020.2427405621231
EPI_ISL_435146,2.0,2020-04-07,Italy,2020.279638581176
EPI_ISL_435147,0.27238803982407173,2020-04-08,Italy,2020.2822741539655
EPI_ISL_435148,2.0,2020-04-08,Italy,2020.2822741539655
EPI_ISL_435149,0.72417282146928719,2020-04-08,Italy,2020.2822741539655
EPI_ISL_435150,0.29262627824013493,2020-04-08,Italy,2020.2822741539655
EPI_ISL_435151,0.68044732037461442,2020-04-08,Italy,2020.2822741539655
EPI_ISL_435152,2.0,2020-04-09,Italy,2020.2849097267551
EPI_ISL_435154,1.2774920164691659,2020-04-09,Italy,2020.2849097267551
EPI_ISL_435155,0.58807993075794285,2020-04-09,Italy,2020.2849097267551
EPI_ISL_435163,0.80964659289607777,2020-04-12,Democratic Republic of the Congo,2020.2928164451237
EPI_ISL_435303,2.0,2020-03-07,Vietnam,2020.1979358247015
EPI_ISL_435310,1.4293101738383482,2020-03-09,Vietnam,2020.2032069702807
EPI_ISL_435312,2.0,2020-03-10,Vietnam,2020.20584254307
EPI_ISL_435313,0.54187070027454665,2020-03-13,Vietnam,2020.2137492614388
EPI_ISL_435314,0.78321820089208427,2020-03-13,Vietnam,2020.2137492614388
EPI_ISL_435403,2.0,2020-03-20,Hungary,2020.2321982709652
EPI_ISL_435406,2.0,2020-03-22,Hungary,2020.2374694165442
EPI_ISL_435409,0.35898814993199557,2020-03-25,Hungary,2020.2453761349127
EPI_ISL_435410,1.0024735739606081,2020-03-26,Hungary,2020.2480117077021
EPI_ISL_435411,0.7572761083950128,2020-03-27,Hungary,2020.2506472804914
EPI_ISL_435412,1.1526400643306522,2020-03-30,Hungary,2020.25855399886
EPI_ISL_435415,0.44316807314176004,2020-03-30,Hungary,2020.25855399886
EPI_ISL_435417,2.0,2020-03-30,Hungary,2020.25855399886
EPI_ISL_435418,0.54113258616800619,2020-04-02,Hungary,2020.2664607172285
EPI_ISL_435419,1.0822414519814212,2020-03-20,Hungary,2020.2321982709652
EPI_ISL_435420,1.4686219859692307,2020-03-23,Hungary,2020.2401049893335
EPI_ISL_435421,2.0,2020-03-25,Hungary,2020.2453761349127
EPI_ISL_435422,2.0,2020-03-27,Hungary,2020.2506472804914
EPI_ISL_435423,1.1159386757630423,2020-03-27,Hungary,2020.2506472804914
EPI_ISL_435424,2.0,2020-03-27,Hungary,2020.2506472804914
EPI_ISL_435425,2.0,2020-03-19,Hungary,2020.2295626981756
EPI_ISL_435427,2.0,2020-03-25,Hungary,2020.2453761349127
EPI_ISL_435429,0.39240378774506801,2020-03-28,Hungary,2020.2532828532812
EPI_ISL_435431,2.0,2020-03-25,Hungary,2020.2453761349127
EPI_ISL_435583,2.0,2020-02-29,USA,2020.1794868151751
EPI_ISL_435698,0.89402948188473863,2020-03-18,Singapore,2020.2269271253861
EPI_ISL_435700,9.9999999596788574e-07,2020-03-18,Singapore,2020.2269271268349
EPI_ISL_435706,2.0,2020-04-08,USA,2020.2822741539655
EPI_ISL_436099,1.6418256830208819,2020-04-02,Taiwan,2020.2664607172285
EPI_ISL_436101,2.0,2020-03-19,Taiwan,2020.2295626981756
EPI_ISL_436108,2.0,2020-04-02,Taiwan,2020.2664607172285
EPI_ISL_436263,1.3302955136187913,2020-03-20,Spain,2020.2321982709652
EPI_ISL_436361,2.0,2020-02-29,Spain,2020.1794868151751
EPI_ISL_436413,0.25638698599590098,2020-03-30,India,2020.25855399886
EPI_ISL_436420,2.0,2020-03-31,India,2020.2611895716498
EPI_ISL_436422,2.0,2020-03-31,India,2020.2611895716498
EPI_ISL_436449,0.54731705674767428,2020-04-12,India,2020.2928164451237
EPI_ISL_436583,0.82800743462793425,2020-04-08,USA,2020.2822741539655
EPI_ISL_436684,0.84420203222371581,2020-03-31,South Africa,2020.2611895716498
EPI_ISL_436686,2.0,2020-03-27,South Africa,2020.2506472804914
EPI_ISL_436720,2.0,2020-03-20,Italy,2020.2321982709652
EPI_ISL_436725,0.55021255557346771,2020-04-27,Italy,2020.3323500369661
EPI_ISL_436726,0.64116930898843438,2020-04-27,Italy,2020.3323500369661
EPI_ISL_436727,2.0,2020-04-27,Italy,2020.3323500369661
EPI_ISL_436729,1.8528540077033397,2020-04-27,Italy,2020.3323500369661
EPI_ISL_436731,0.71794594692795033,2020-04-26,Italy,2020.3297144641767
EPI_ISL_436900,0.86802363538597416,2020-05-04,USA,2020.3507990464925
EPI_ISL_436962,1.8706823650761177,2020-04-02,Denmark,2020.2664607172285
EPI_ISL_437020,2.0,2020-03-28,Denmark,2020.2532828532812
EPI_ISL_437089,2.0,2020-03-23,Latvia,2020.2401049893335
EPI_ISL_437090,2.0,2020-03-24,Latvia,2020.2427405621231
EPI_ISL_437091,2.0,2020-03-23,Latvia,2020.2401049893335
EPI_ISL_437092,2.0,2020-03-20,Latvia,2020.2321982709652
EPI_ISL_437093,0.34386114035992738,2020-03-22,Latvia,2020.2374694165442
EPI_ISL_437094,9.9999999596700843e-07,2020-03-23,Latvia,2020.2401049907824
EPI_ISL_437095,2.0,2020-03-23,Latvia,2020.2401049893335
EPI_ISL_437096,1.246186411365241,2020-03-23,Latvia,2020.2401049893335
EPI_ISL_437201,2.0,2020-04-02,Austria,2020.2664607172285
EPI_ISL_437202,9.9999999596709462e-07,2020-04-03,Austria,2020.2690962914669
EPI_ISL_437203,1.1891527187866646,2020-04-06,Austria,2020.2770030083866
EPI_ISL_437207,1.0795415646102138,2020-04-09,Germany,2020.2849097267551
EPI_ISL_437221,0.52761374674600547,2020-04-06,Germany,2020.2770030083866
EPI_ISL_437239,0.70057598253134801,2020-04-02,Germany,2020.2664607172285
EPI_ISL_437262,1.2032597633093514,2020-03-22,Germany,2020.2374694165442
EPI_ISL_437268,0.60096976856764606,2020-03-28,Germany,2020.2532828532812
EPI_ISL_437281,2.0,2020-04-01,Germany,2020.2638251444391
EPI_ISL_437291,2.0,2020-04-06,Germany,2020.2770030083866
EPI_ISL_437292,2.0,2020-04-07,Germany,2020.279638581176
EPI_ISL_437298,2.0,2020-04-08,Austria,2020.2822741539655
EPI_ISL_437299,2.0,2020-04-09,Austria,2020.2849097267551
EPI_ISL_437300,0.97550844933367431,2020-04-14,Austria,2020.2980875907024
EPI_ISL_437301,1.0486501555491345,2020-04-17,Austria,2020.3059943090709
EPI_ISL_437302,0.43239543209319281,2020-04-17,Austria,2020.3059943090709
EPI_ISL_437303,2.0,2020-04-17,Austria,2020.3059943090709
EPI_ISL_437304,0.6872039957411189,2020-03-26,Turkey,2020.2480117077021
EPI_ISL_437305,2.0,2020-03-27,Turkey,2020.2506472804914
EPI_ISL_437308,1.4843640719190556,2020-03-25,Turkey,2020.2453761349127
EPI_ISL_437309,0.73518046210692645,2020-03-26,Turkey,2020.2480117077021
EPI_ISL_437310,0.56509638073507584,2020-03-27,Turkey,2020.2506472804914
EPI_ISL_437311,2.0,2020-03-27,Turkey,2020.2506472804914
EPI_ISL_437322,2.0,2020-03-19,Turkey,2020.2295626981756
EPI_ISL_437323,0.26486758687867556,2020-03-19,Turkey,2020.2295626981756
EPI_ISL_437324,2.0,2020-03-19,Turkey,2020.2295626981756
EPI_ISL_437327,0.91297585158848316,2020-03-19,Turkey,2020.2295626981756
EPI_ISL_437331,0.4936108173355977,2020-03-25,Turkey,2020.2453761349127
EPI_ISL_437332,0.54208427561225514,2020-03-18,Turkey,2020.2269271253861
EPI_ISL_437333,0.99343053555073868,2020-03-25,Turkey,2020.2453761349127
EPI_ISL_437335,1.2253459656851611,2020-03-25,Turkey,2020.2453761349127
EPI_ISL_437339,1.024345563392135,2020-04-15,Democratic Republic of the Congo,2020.3007231634922
EPI_ISL_437354,0.67551814826615841,2020-04-17,Democratic Republic of the Congo,2020.3059943090709
EPI_ISL_437365,0.6449556182002899,2020-04-05,USA,2020.274367435597
EPI_ISL_437382,1.5112313739904077,2020-04-14,USA,2020.2980875907024
EPI_ISL_437392,1.4896427035605553,2020-04-13,USA,2020.295452017913
EPI_ISL_437432,1.3064838789333539,2020-04-09,USA,2020.2849097267551
EPI_ISL_437459,1.7467877598667438,2020-03-23,Saudi Arabia,2020.2401049893335
EPI_ISL_437460,1.7467877598667438,2020-03-23,Saudi Arabia,2020.2401049893335
EPI_ISL_437463,0.2824440641069571,2020-03-23,Saudi Arabia,2020.2401049893335
EPI_ISL_437465,0.29331157552628584,2020-03-23,Saudi Arabia,2020.2401049893335
EPI_ISL_437466,0.46322701512513548,2020-03-23,Saudi Arabia,2020.2401049893335
EPI_ISL_437469,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437470,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437472,0.57116984194003551,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437473,1.7687856389415859,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437474,1.768791645033198,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437478,0.076264264347715882,2020-04-09,Saudi Arabia,2020.2849097267551
EPI_ISL_437481,1.2957141226599875,2020-03-18,Saudi Arabia,2020.2269271253861
EPI_ISL_437482,1.7686693082770999,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437485,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437487,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437491,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437493,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437494,2.0,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437495,0.75592947688218548,2020-03-29,Saudi Arabia,2020.2559184260706
EPI_ISL_437497,2.0,2020-04-01,Saudi Arabia,2020.2638251444391
EPI_ISL_437601,0.73782037050384985,2020-04-06,Japan,2020.2770030083866
EPI_ISL_437608,0.41067241099599477,2020-03-13,Thailand,2020.2137492614388
EPI_ISL_437609,2.0,2020-03-12,Thailand,2020.211113688649
EPI_ISL_437611,0.52493702657511565,2020-03-11,Thailand,2020.2084781158596
EPI_ISL_437612,9.9999999596774641e-07,2020-01-23,Thailand,2020.0819706234124
EPI_ISL_437613,0.87575965963961955,2020-02-25,Thailand,2020.1689445240172
EPI_ISL_437614,0.32737773673063175,2020-02-25,Thailand,2020.1689445240172
EPI_ISL_437615,2.0,2020-02-22,Thailand,2020.1610378056487
EPI_ISL_437616,1.1110796492162047,2020-02-07,Thailand,2020.1215042138062
EPI_ISL_437617,2.0,2020-02-03,Thailand,2020.1109619226481
EPI_ISL_437618,1.1277489147593494,2020-01-29,Thailand,2020.0977840587007
EPI_ISL_437619,9.9999999596786626e-07,2020-01-26,Thailand,2020.0898773417809
EPI_ISL_437620,2.0,2020-01-25,Thailand,2020.0872417675428
EPI_ISL_437621,2.0,2020-01-25,Thailand,2020.0872417675428
EPI_ISL_437622,1.1145580502132304,2020-01-23,Thailand,2020.0819706219636
EPI_ISL_437623,2.0,2020-01-08,Thailand,2020.0424370301212
EPI_ISL_437624,2.0,2020-02-01,Thailand,2020.1056907770692
EPI_ISL_437643,2.0,2020-04-02,Denmark,2020.2664607172285
EPI_ISL_437645,2.0,2020-04-02,Denmark,2020.2664607172285
EPI_ISL_437654,2.0,2020-04-04,Denmark,2020.2717318628077
EPI_ISL_437683,2.0,2020-04-01,Denmark,2020.2638251444391
EPI_ISL_437705,2.0,2020-04-14,Saudi Arabia,2020.2980875907024
EPI_ISL_437709,2.0,2020-04-14,Saudi Arabia,2020.2980875907024
EPI_ISL_437713,0.63332030084313273,2020-04-14,Saudi Arabia,2020.2980875907024
EPI_ISL_437714,2.0,2020-04-14,Saudi Arabia,2020.2980875907024
EPI_ISL_437716,1.699441463697932,2020-04-14,Saudi Arabia,2020.2980875907024
EPI_ISL_437722,2.0,2020-04-16,Saudi Arabia,2020.3033587362816
EPI_ISL_437725,1.1406265708980017,2020-04-16,Saudi Arabia,2020.3033587362816
EPI_ISL_437731,0.4457284238377579,2020-04-16,Saudi Arabia,2020.3033587362816
EPI_ISL_437737,2.0,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437738,2.0,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437747,1.6326378823729526,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437748,2.0,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437749,2.0,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437752,2.0,2020-04-20,Saudi Arabia,2020.3139010274397
EPI_ISL_437755,2.0,2020-04-01,Saudi Arabia,2020.2638251444391
EPI_ISL_437758,2.0,2020-04-01,Saudi Arabia,2020.2638251444391
EPI_ISL_437760,0.854332911644893,2020-04-01,Saudi Arabia,2020.2638251444391
EPI_ISL_437762,1.9406432360271884,2020-04-02,Saudi Arabia,2020.2664607172285
EPI_ISL_437778,1.139450830415309,2020-04-16,USA,2020.3033587362816
EPI_ISL_437883,2.0,2020-03-15,Greece,2020.2190204070175
EPI_ISL_437892,0.91568105817432444,2020-03-19,Greece,2020.2295626981756
EPI_ISL_437894,2.0,2020-03-05,Greece,2020.1926646791228
EPI_ISL_437895,0.56119228527061127,2020-03-07,Greece,2020.1979358247015
EPI_ISL_437898,0.72124736859054006,2020-03-28,Greece,2020.2532828532812
EPI_ISL_437902,0.82457647821428093,2020-03-14,Greece,2020.2163848342282
EPI_ISL_437904,1.9013401309517506,2020-03-10,Greece,2020.20584254307
EPI_ISL_437906,1.423642738164725,2020-03-10,Greece,2020.20584254307
EPI_ISL_437910,2.0,2020-04-01,Greece,2020.2638251444391
EPI_ISL_437911,2.0,2020-03-31,Greece,2020.2611895716498
EPI_ISL_437912,2.0,2020-04-18,Bangladesh,2020.3086298818605
EPI_ISL_437932,2.0,2020-02-24,Austria,2020.1663089512276
EPI_ISL_437938,1.1760343740490402,2020-04-03,Austria,2020.2690962900181
EPI_ISL_437939,0.78624119990597463,2020-04-06,Austria,2020.2770030083866
EPI_ISL_437949,2.0,2020-03-24,Austria,2020.2427405621231
EPI_ISL_437952,1.5281608616658318,2020-03-24,Austria,2020.2427405621231
EPI_ISL_437965,1.805661727576501,2020-03-19,Austria,2020.2295626981756
EPI_ISL_437973,0.369116308538537,2020-03-18,Austria,2020.2269271253861
EPI_ISL_437985,1.0116599025069339,2020-03-13,Austria,2020.2137492614388
EPI_ISL_437987,2.0,2020-03-13,Austria,2020.2137492614388
EPI_ISL_437993,1.8191644609004163,2020-02-27,Austria,2020.1742156695962
EPI_ISL_437994,2.0,2020-02-28,Austria,2020.1768512423857
EPI_ISL_437995,2.0,2020-02-28,Austria,2020.1768512423857
EPI_ISL_438003,2.0,2020-03-04,Austria,2020.190029106333
EPI_ISL_438009,2.0,2020-03-06,Austria,2020.1953002519122
EPI_ISL_438025,2.0,2020-03-10,Austria,2020.20584254307
EPI_ISL_438032,1.0518333459690929,2020-03-13,Austria,2020.2137492614388
EPI_ISL_438034,2.0,2020-03-14,Austria,2020.2163848342282
EPI_ISL_438037,2.0,2020-03-14,Austria,2020.2163848342282
EPI_ISL_438052,0.41263767832253978,2020-03-16,Austria,2020.2216559798071
EPI_ISL_438053,0.81562721712741237,2020-03-16,Austria,2020.2216559798071
EPI_ISL_438055,2.0,2020-03-16,Austria,2020.2216559798071
EPI_ISL_438056,2.0,2020-03-17,Austria,2020.2242915525967
EPI_ISL_438060,2.0,2020-03-17,Austria,2020.2242915525967
EPI_ISL_438084,2.0,2020-03-22,Austria,2020.2374694165442
EPI_ISL_438117,1.1322769790778062,2020-03-27,Austria,2020.2506472804914
EPI_ISL_438122,9.9999999596702876e-07,2020-04-02,Austria,2020.2664607186773
EPI_ISL_438123,2.0,2020-04-05,Austria,2020.274367435597
